customer_unique_id,recency,R,frequency,F,monetary,M,score,RFM_level
4a86360d1150d82f8928640d7355653c,190,3,1,0,689.89,2,5,Muito bom
4a8aec5fe43589b55c4e7f5f1550119a,563,0,1,0,690.0,2,2,Regular
4a8c8f751984985cd49f74249da95aae,134,3,1,0,759.0,2,5,Muito bom
4a900ed14a0b91912935992eaf547210,244,2,1,0,408.99,1,3,Regular
4a91199dce0d0f0665c157bd7ebc7198,568,0,1,0,459.9,1,1,Ruim
4a9b32703700ed17c13a3a6c1a784e1d,596,0,1,0,164.99,1,1,Ruim
4aa0c46b5c1289bf772e2e2731cebcb4,576,0,1,0,760.0,2,2,Regular
4aa4f96948855f6b44c1761679478719,395,1,2,1,439.98,1,3,Regular
4aaa58570595843d3c6670516aaa3745,210,3,2,1,381.66,1,5,Muito bom
4ab6998389ae92a3a4a68be0861b0c36,348,1,1,0,338.0,1,2,Regular
4ab7336e14cab436f80b7acc41565f4e,525,0,1,0,738.9,2,2,Regular
4abc422597afe53e1edbc330ae83b898,77,4,2,1,319.8,1,6,Ótimo
4ad0a855f1b51a52b45d3a3150fd1ebf,493,0,1,0,859.0,2,2,Regular
4ad7e8137a8f2299cceb563ab66e0317,116,3,1,0,1260.0,3,6,Ótimo
4ae89c16f727607c96737773c2713f67,395,1,1,0,899.99,2,3,Regular
4afcf7ae2181b598259d121795fd628a,587,0,1,0,370.0,1,1,Ruim
4b06970bf3132cb4456b75269c592e1a,250,2,1,0,429.0,1,3,Regular
4b0f4c2619f2f9ca0695227953e5f3ed,440,1,1,0,379.0,1,2,Regular
4b21dfe700fe0a91adb2a7b582c16d56,440,1,1,0,572.0,2,3,Regular
4b27c5a0892e73bfd924861aeebe8eff,502,0,1,0,620.1,2,2,Regular
4b2d4a25c992ae27e00ad7f7048fe99c,246,2,1,0,899.9,2,4,Bom
4b3946a3daa2a6a71a5588a99c1cb1d7,92,4,1,0,359.0,1,5,Muito bom
4b3bb0581e463066eed601f1991b4f16,476,0,3,2,1440.0,3,5,Muito bom
4b3f881316f66630e2dc4868efd08e55,314,2,1,0,193.8,1,3,Regular
4b418589208293d23182046793d7b9c0,240,2,1,0,379.0,1,3,Regular
4b4d80d39b3e76e3cf819e0189cea3e4,82,4,1,0,214.08,1,5,Muito bom
4b4eb72ddddf8774c7c522b86eac0a68,395,1,1,0,898.0,2,3,Regular
4b64294924aa6f4f014b6bd57a238e2d,430,1,1,0,199.99,1,2,Regular
4b652b7abac75861804c1ad973ee66cd,330,1,1,0,452.6,1,2,Regular
4b6572a06f6c78a9280f053a14797aa9,53,4,1,0,699.0,2,6,Ótimo
4b718d5b525e3ae0e042551d852b2620,446,1,3,2,269.70000000000005,1,4,Bom
4b758691b67ec259ad016bfe2525f23d,57,4,7,3,205.52000000000004,1,8,Ótimo
4b7f5e85252a59d2b30d15b9e8d5c0cb,302,2,1,0,314.9,1,3,Regular
4b86049cb99e4aa774031daa9cd18f18,215,2,1,0,248.0,1,3,Regular
4b959a062cba2dfe4f9dd7eebf597190,288,2,3,2,598.5,2,6,Ótimo
4b99bc966b8a9c4975ad78e20d619f1c,532,0,1,0,289.0,1,1,Ruim
4b9e570424d13ae4d3cd7d1fa491918e,130,3,1,0,410.0,1,4,Bom
4ba684652def961d0506bf2409bfa1f5,155,3,1,0,987.0,2,5,Muito bom
4bacd0426f63fae437e148380f9758cb,266,2,1,0,285.0,1,3,Regular
4bb738bc373da3582899244c67c0dd19,503,0,1,0,149.0,0,0,Ruim
4bbaf6f7a10a7e26a8777aa5cb6d5864,170,3,7,3,420.66,1,7,Ótimo
4bbba2a307995c25e9d635cc1a9700d0,281,2,2,1,304.9,1,4,Bom
4bca9d65362f922b564902c98bd3aabb,27,4,1,0,729.0,2,6,Ótimo
4bcd3e861302b9a73210348ebb7621ad,350,1,4,2,799.96,2,5,Muito bom
4bcd55806a03d0854780cd203355b2b2,511,0,1,0,164.9,1,1,Ruim
4bd4fc28f540ca50a3a796df373968c5,308,2,1,0,388.0,1,3,Regular
4bdaaab3c645dd18eed3c3bb8ddcd6cf,213,3,1,0,1320.0,3,6,Ótimo
4be6b69e888b296631d72107b2409276,306,2,2,1,379.8,1,4,Bom
4be79b1ff8bd2255021c80c3bf64af62,189,3,1,0,700.0,2,5,Muito bom
4be873e3bf0455763882101d7eccc78c,699,0,1,0,199.0,1,1,Ruim
4beb1ae47572a7e377043229c1e412a0,167,3,1,0,284.0,1,4,Bom
4c0bac678bfb8ff0becd5b393b45a884,241,2,4,2,797.59,2,6,Ótimo
4c0e1d9b129c2f187335b0b12f52f961,174,3,1,0,999.0,2,5,Muito bom
4c1d54f69e57a7999f21f2af9c6a247a,492,0,1,0,259.9,1,1,Ruim
4c1e42858be8d86c2c2b40715f28f343,550,0,1,0,350.0,1,1,Ruim
4c21c589db03eb65cbc452fc470850cf,409,1,5,3,1449.5,3,7,Ótimo
4c238e06836176bcacf75f445cd4876b,423,1,2,1,391.8,1,3,Regular
4c291bb570dacb0db3df00bfe3e9a802,88,4,1,0,349.9,1,5,Muito bom
4c30323fca0b6d7cca4bb85117853629,160,3,1,0,649.99,2,5,Muito bom
4c447a622f519b77990f8db6dc763af7,402,1,2,1,290.0,1,3,Regular
4c4584a82633ac90e58fe2d141d7433e,230,2,6,3,149.4,0,5,Muito bom
4c45ebf94ecf4107850d91bc326851c3,364,1,2,1,459.0,1,3,Regular
4c4621970a6bbad78e4204b062ff69d1,580,0,2,1,286.0,1,2,Regular
4c4b5dc90eb4e33188153ca3e7999f92,148,3,2,1,1159.98,3,7,Ótimo
4c5200f7d135c94fcd304cdd0af9837a,125,3,3,2,569.7,2,7,Ótimo
4c5ae17e8984ca0916543b159eac0f2c,379,1,3,2,530.0,2,5,Muito bom
4c6510d1e218900ff6c53c32b9d5970c,354,1,1,0,907.9,2,3,Regular
4c77f5ce7d9d561acbb5f33127cbd599,514,0,1,0,419.9,1,1,Ruim
4c7c157b7ca1593ff4b83309db3a3255,589,0,1,0,184.99,1,1,Ruim
4c7f31418ae513cb3a92774991037f95,392,1,1,0,388.0,1,2,Regular
4c9063f888013561303ec315513d7421,573,0,1,0,309.9,1,1,Ruim
4c93744516667ad3b8f1fb645a3116a4,323,2,2,1,506.52,2,5,Muito bom
4ca9d5bd0850282d87754ca17be42525,39,4,5,3,154.75,0,7,Ótimo
4cb2e38fa5a11430d5fcc835e83d62bd,137,3,1,0,899.0,2,5,Muito bom
4cb9a0c69594489bc5bf3ab2befa899d,25,4,1,0,797.0,2,6,Ótimo
4cc309a4c2f94e0909af0cfe2af70d19,41,4,1,0,479.99,2,6,Ótimo
4cc404683f7f35ce6225e49938439259,89,4,5,3,17.5,0,7,Ótimo
4cc7986360f472e0c0d1a5fe6b7abbd4,74,4,1,0,419.99,1,5,Muito bom
4cca4cf79eeddc8d36b6b659fbce5cff,369,1,1,0,3.99,0,1,Ruim
4ce010d90f5da9bea4086b74c94be759,433,1,1,0,289.9,1,2,Regular
4ce423721c74231c174d0bb22367645a,86,4,3,2,305.9,1,7,Ótimo
4cfa9d9ed1a4b7321fb592ce48766760,57,4,1,0,309.99,1,5,Muito bom
4d011b68b5474eadb6dcd4bd664812b0,263,2,2,1,333.98,1,4,Bom
4d0b63c02bf756e064687854ba9c6ffc,537,0,1,0,549.99,2,2,Regular
4d1035437d12863c3affb415501928fa,240,2,1,0,589.0,2,4,Bom
4d105247e7260e45d3eab6ab9245ff03,323,2,1,0,1004.99,2,4,Bom
4d160824ea5977aa52fef32596211a93,545,0,1,0,6.0,0,0,Ruim
4d16bcc453234aa62a86defb6b08ab85,601,0,1,0,48.9,0,0,Ruim
4d27b5e8b1dbf35db62bd6891f7fb0fd,182,3,1,0,709.9,2,5,Muito bom
4d2ab073b50de7beb1f5e98d8e694d5c,320,2,2,1,498.0,2,5,Muito bom
4d30f9e0514e084c4ad6368a3afeeceb,593,0,1,0,189.0,1,1,Ruim
4d32ae832a9e254bda80dac89fd37afb,102,4,2,1,1698.0,3,8,Ótimo
4d402e51f4e8a128657c7ac78b59bfb2,240,2,5,3,1375.0,3,8,Ótimo
4d481e054ecf26fc64cd15f677547534,156,3,1,0,275.0,1,4,Bom
4d4d00884f3401e960f4650cc74bbf0e,109,3,1,0,750.0,2,5,Muito bom
4d4d77da958055b9aeb8ff34280130f2,140,3,2,1,372.0,1,5,Muito bom
4d531a68877fe93bb78417a20d36047a,322,2,1,0,669.99,2,4,Bom
4d5db20ccc7f8a5f045b475d9fc6d8ec,602,0,1,0,129.0,0,0,Ruim
4d64fae536cbb332a2a84c3ee7a8f3c5,232,2,1,0,699.9,2,4,Bom
4d659e1b87aa0f614ddfdde8733849ca,563,0,1,0,219.9,1,1,Ruim
4d6bd0eb9e942d7ecd71731ebc321e23,37,4,2,1,279.9,1,6,Ótimo
4d769103760f32a58c919aa3c3f9d5b1,118,3,1,0,750.0,2,5,Muito bom
4d7b6c39aa3c7b53acb8058e4094a593,8,4,3,2,449.70000000000005,1,7,Ótimo
4d8017262c39ed921546de8130ddec3b,460,0,3,2,528.71,2,4,Bom
4d8f12bc9b7ef020d6728530215daca7,217,2,3,2,239.96999999999997,1,5,Muito bom
4d94c2d7b8413b9e9c9936249fe9a17d,92,4,2,1,318.99,1,6,Ótimo
4d98a16aebfef3772cc4d547bcae8761,290,2,3,2,336.0,1,5,Muito bom
4d99682572b7b5932340a0bce676c18c,87,4,12,4,61.26,0,8,Ótimo
4d99f702a7e13503bcba23438b7e7888,298,2,3,2,239.0,1,5,Muito bom
4da48d50844a6b56fb74a654842d1f7b,186,3,1,0,1060.0,2,5,Muito bom
4dae676f051aacb175c08d890ea69644,203,3,1,0,489.0,2,5,Muito bom
4dae720c56d39e33c131c5a6b32e4b63,239,2,1,0,435.0,1,3,Regular
4dba78a69f5fb2d5ba4bdf9696e1eb8f,119,3,1,0,1520.88,3,6,Ótimo
4dc19e952235d15cda17a77f0476a7f7,359,1,1,0,610.0,2,3,Regular
4dc9867052507ed64279ae90d1946da2,241,2,1,0,270.0,1,3,Regular
4dcabe94c61f202327839a734955b0cf,180,3,4,2,312.70000000000005,1,6,Ótimo
4dd4790a630aa2313e27816e10efd34b,250,2,1,0,240.0,1,3,Regular
4dd678b3eb5be4a5589f5566ec386e09,79,4,1,0,820.05,2,6,Ótimo
4dd8d206e8dd7c0683c08529df9b12a2,227,2,3,2,321.0,1,5,Muito bom
4de07fd84552f1674946f9529ae175c2,575,0,1,0,229.9,1,1,Ruim
4de4655b706e7d846268e0e620e3551d,321,2,1,0,499.0,2,4,Bom
4de93895e4c385de095e271b71691f5c,208,3,6,3,178.5,1,7,Ótimo
4df2d7257a7463e2d7a98a5b08cb92fc,543,0,1,0,231.27,1,1,Ruim
4df5d0ec15a5deb0a865846805fa3eab,301,2,1,0,415.0,1,3,Regular
4dff4725813168461eb3e5e9f807d66a,7,4,1,0,517.8,2,6,Ótimo
4e012ebff739bde041e02fcabd42d3d0,26,4,1,0,275.31,1,5,Muito bom
4e1554d1a2dcb38dcf22770eb7390fe1,35,4,1,0,422.01,1,5,Muito bom
4e1bcb897bc30d7de23ead1312c22bf4,501,0,1,0,445.9,1,1,Ruim
4e1cce07cd5937c69dacac3c8b13d965,35,4,3,2,1216.6,3,9,Ótimo
4e28016fafca508e9c6d9eed1a23260e,283,2,1,0,549.0,2,4,Bom
4e284eec447afc7c7d56adeda4bba178,355,1,1,0,1663.0,3,4,Bom
4e30efee78a5719e98c2499691d08413,188,3,6,3,539.88,2,8,Ótimo
4e447212d2b42b678e2ea168210da06a,141,3,1,0,1054.0,2,5,Muito bom
4e4b787733d41ea0cb9b69a192bb285e,275,2,2,1,379.8,1,4,Bom
4e548cf7c1fbe24f6fe70c90942a3202,509,0,1,0,103.97,0,0,Ruim
4e54fcb327bc9d17225409a411114e58,133,3,1,0,379.99,1,4,Bom
4e5fccc1c335360bbc4a9aac8491e477,154,3,1,0,557.0,2,5,Muito bom
4e65032f1f574189fb793bac5a867bbc,81,4,6,3,404.57,1,8,Ótimo
4e6588068c000d6f539cf24c66a96816,196,3,2,1,929.9,2,6,Ótimo
4e6703b1d9d680eff81fcfd48f5d1d68,391,1,1,0,254.9,1,2,Regular
4e7058c93d75bfef660be809f0cc8d2e,66,4,1,0,279.9,1,5,Muito bom
4e722092cdd72c0e41544b0336ca07d0,231,2,1,0,629.9,2,4,Bom
4e799b4767b0e414061f5d39f67ddffb,290,2,1,0,760.0,2,4,Bom
4e807d3a4553f2ba95698b27217b5352,137,3,7,3,263.62,1,7,Ótimo
4e8651a2178dc632097e184aa8868fff,288,2,1,0,225.0,1,3,Regular
4e87ffc8f20c0e2dc777fafd828b3cd0,450,1,1,0,339.99,1,2,Regular
4e8e4cf271d32d5e8a3f9de8dc44d515,335,1,2,1,344.89,1,3,Regular
4e92726a217d2761c6583830b747b31f,119,3,2,1,439.8,1,5,Muito bom
4e98cae79b0b943a40111a0c2b0a9e07,584,0,1,0,155.0,0,0,Ruim
4e9fed16983d17a7db116c9215ad25c0,31,4,3,2,539.7,2,8,Ótimo
4ea472e8a806da1db6126a573e4b08d2,94,4,2,1,305.22,1,6,Ótimo
4eade09ee317668a5b03af52901fadcd,242,2,1,0,370.99,1,3,Regular
4eb57395b615d5f5b1b67d08e3e3eea0,218,2,1,0,1019.0,2,4,Bom
4ec9c80a660ebcf3750e07d3f6503161,315,2,1,0,309.9,1,3,Regular
4ecdb958c2b1b099ed5e56d9ca156773,14,4,1,0,249.9,1,5,Muito bom
4ecf25c37c4543d4f54524b0e0c8dd04,541,0,1,0,650.0,2,2,Regular
4ed0d05aace22bfec857e1f442d05e93,443,1,1,0,172.0,1,2,Regular
4ed16134a4f12d79e401be023468cbe1,535,0,2,1,279.8,1,2,Regular
4ed27c4720bb91443256a9f03bca14c1,426,1,1,0,209.99,1,2,Regular
4ed413aee1c65e98a025d2ee754aa687,570,0,1,0,229.9,1,1,Ruim
4ed445687395443f1f4bcfd252c173ca,196,3,1,0,489.0,2,5,Muito bom
4eeae7ccebb40eeb5bb8d5323485f300,151,3,1,0,520.0,2,5,Muito bom
4eefc16c8a133545b36aa7f6e9be52ea,129,3,1,0,388.9,1,4,Bom
4ef21f52dd7c061a646005b11918cbd3,342,1,5,3,885.0,2,6,Ótimo
4ef24bf32acbf50bc8b113e6cfe8e83c,329,2,1,0,217.01,1,3,Regular
4ef56939b2900349782db808e4e1737f,277,2,1,0,449.0,1,3,Regular
4ef6c02126b21225e011b242f9f79c6f,264,2,2,1,415.0,1,4,Bom
4ef969bb2229773bec2139a27f2187f0,516,0,1,0,269.0,1,1,Ruim
4efeacf716badf7f1ac290270c693319,437,1,1,0,185.0,1,2,Regular
4f06601f976483d7d1669f22ea9fc060,375,1,1,0,325.0,1,2,Regular
4f1956032b4391eb604d8272cb6cba6d,542,0,1,0,730.0,2,2,Regular
4f1a8d703d88162a87bf13b50ef9c75f,19,4,1,0,349.97,1,5,Muito bom
4f2029f4e7aea8455f5c1cb9de0b7ccd,347,1,2,1,448.9,1,3,Regular
4f2543d4b3824cbf55f0951235a85689,413,1,2,1,319.88,1,3,Regular
4f40e85081dccd9137138b76a3ca3367,369,1,2,1,440.0,1,3,Regular
4f548c910bbd1288f8f367c69bd8dfa0,129,3,1,0,699.0,2,5,Muito bom
4f588e08b2c4ff20661cd180a8b71b55,27,4,1,0,418.0,1,5,Muito bom
4f5a469269f056e90e63ca3876725dbd,571,0,1,0,699.99,2,2,Regular
4f65988c2f9e8e23b372dbb590d9df49,293,2,5,3,56.2,0,5,Muito bom
4f68539934cb2c65aa146ff5ddc62646,202,3,2,1,498.0,2,6,Ótimo
4f6e6ec3891fe96b3fbe50c587769eec,592,0,1,0,119.9,0,0,Ruim
4f7166ab9a95fa503e670f682487466d,425,1,1,0,134.9,0,1,Ruim
4f7a81a0b04edaf86ec4c88c9208eccf,503,0,1,0,269.0,1,1,Ruim
4f8cce1447c785e1b70e866daec425a1,489,0,1,0,225.0,1,1,Ruim
4f8dbb0ae4dc6758963cca6485099f30,579,0,1,0,239.8,1,1,Ruim
4f8e0cd35c770318d9e8874c2956345a,161,3,3,2,449.70000000000005,1,6,Ótimo
4f8f99500e6fc01d458cbc399f891cbf,99,4,1,0,1377.5,3,7,Ótimo
4f94b2a128e75939c61c188212388e3e,460,0,1,0,1359.0,3,3,Regular
4f9abb81a81465dfa9d717f658404d91,182,3,1,0,391.87,1,4,Bom
4fa99df9aa1395567e37079b9c47f7ac,192,3,1,0,689.89,2,5,Muito bom
4facc2e6fbc2bffab2fea92d2b4aa7e4,21,4,4,2,1686.9,3,9,Ótimo
4fb28170158ccac4252f5d7572487bae,371,1,1,0,254.0,1,2,Regular
4fc3b2dd77ab8ef16acc3d3a7638be60,431,1,1,0,599.0,2,3,Regular
4fc733248ff167414a5bb951a7e306b2,322,2,1,0,174.9,1,3,Regular
4fcf56f1cf3d583a0cec41f7f523a852,275,2,2,1,372.84000000000003,1,4,Bom
4fdc62ec0c92703fde661756400e686d,77,4,1,0,849.0,2,6,Ótimo
5001f051aa4a78e73b318f9c24fc0fdd,291,2,1,0,388.9,1,3,Regular
5006ff61ec2e6466a5eb0faefadbde6c,571,0,1,0,6.0,0,0,Ruim
500a1e8de5a997e3e523af2947aee208,453,1,1,0,594.21,2,3,Regular
500a3b14746387c3ae9d94849df801e5,349,1,1,0,499.9,2,3,Regular
500ad632fac6a5120312e669a101d84b,364,1,1,0,899.0,2,3,Regular
500dcdcc141a952739d1df8b2cff239d,270,2,1,0,369.9,1,3,Regular
5016b4d2cc147820fe0c3696a8d02f61,508,0,1,0,215.9,1,1,Ruim
50299c07e471b34cb381a537ac5dcb66,217,2,3,2,384.0,1,5,Muito bom
502c07b7330ba7d5edd4fffe8c5ae0c3,599,0,1,0,99.9,0,0,Ruim
503abf8fed84906d87de8b70d24d21a3,216,2,1,0,339.9,1,3,Regular
503db305589ab94ca3dbf9b63b0c20a1,441,1,1,0,349.99,1,2,Regular
503df4ea403b3c6f2a7a3dda09a1420e,221,2,1,0,235.0,1,3,Regular
503f73bf29209771e164c6df2745ec15,556,0,1,0,6.0,0,0,Ruim
5045665ac643e3b7da283dbce3155942,557,0,2,1,354.48,1,2,Regular
5053321e149637b00e40aa4be14fd6a4,534,0,1,0,445.0,1,1,Ruim
505824fb4f1d7fd780d749da901eb412,39,4,3,2,879.0,2,8,Ótimo
508147067e5a8fb40c9e47ba28aab934,340,1,1,0,349.9,1,2,Regular
5081e3d11879158d4b56df368e9a4ae4,40,4,1,0,235.9,1,5,Muito bom
50828dd76f21d44a6da80ee92b258312,291,2,2,1,224.9,1,4,Bom
50881a1a7cf12940a91d1f5738e373df,325,2,1,0,285.0,1,3,Regular
508f416faa150cd3249d045d81c93399,238,2,2,1,266.0,1,4,Bom
509543379a73a28f32b42c4a125aa048,231,2,1,0,816.9,2,4,Bom
50985b8d1956bd782be94c09dc9f19a8,175,3,1,0,569.0,2,5,Muito bom
509e36f77163f5713684bff57dd33178,325,2,1,0,388.0,1,3,Regular
50a662e7d7e7e2a94112a4f15a37464e,433,1,2,1,399.9,1,3,Regular
50ab585b05268c9b7aacc57681d18ff1,172,3,1,0,750.0,2,5,Muito bom
50ad9fb3ba7f8cf336529fe94a182996,337,1,3,2,319.70000000000005,1,4,Bom
50aef30dabc7aca975dbdec85dcb848f,467,0,1,0,489.0,2,2,Regular
50cd97d731f3f5e3f321673c2671a23d,258,2,3,2,369.8,1,5,Muito bom
50d0a98c7b8bbe97a37c54c36d072d25,19,4,1,0,399.9,1,5,Muito bom
50d38ebfa2476b95a3eef6f13619fed4,233,2,1,0,479.99,2,4,Bom
50f9bd1bfab2329598ad440c806abf29,495,0,1,0,420.0,1,1,Ruim
510ddf711d3f6a5f78d19ee895a5832b,70,4,1,0,284.9,1,5,Muito bom
5113d06fbde1e82a393b527636c90b5f,275,2,1,0,899.9,2,4,Bom
5118903a5941ef1aed15585497a97bde,567,0,1,0,379.9,1,1,Ruim
512088ab9401e9c88db7e133824cc835,175,3,1,0,816.0,2,5,Muito bom
5126071e8e67f61789f6ce9f3af56143,257,2,2,1,423.0,1,4,Bom
512dc576950aaf62b6c0ed031bd6b0be,273,2,1,0,799.99,2,4,Bom
512dc65ea5c6b31ea4f821431df4a925,493,0,1,0,864.72,2,2,Regular
51378a8908cdc12c6545fdf842383c97,535,0,2,1,878.9,2,3,Regular
51387055bdf28f0c6f9fba8b636cd436,307,2,1,0,935.0,2,4,Bom
513c65ee62da825036ba50177279b68d,52,4,1,0,389.0,1,5,Muito bom
51447a072df1808d23bdec7d610f80de,565,0,1,0,239.0,1,1,Ruim
514f2a78d07928478ac9212b21b7acbc,418,1,1,0,5.7,0,1,Ruim
515d3550e900372e765ad518fccee139,332,1,1,0,506.0,2,3,Regular
51748cd52c0e0530a997e74b40de380a,389,1,1,0,350.0,1,2,Regular
51838d41add414a0b1b989b7d251d9ee,456,0,3,2,274.6,1,3,Regular
5193199e9fa14917b155ca22087f1ca0,219,2,1,0,1149.65,3,5,Muito bom
51995289103e754340801c8fe45f2f81,173,3,2,1,258.0,1,5,Muito bom
519a9ea42ed875f12c879049c09e8c02,192,3,1,0,559.99,2,5,Muito bom
519bfc92913c498006c2b05dbaad7525,77,4,2,1,475.0,2,7,Ótimo
51b366f13a520cec29f53bdf21251ced,238,2,1,0,949.9,2,4,Bom
51b406ecf979a9fbbd0a879286210195,437,1,1,0,1180.95,3,4,Bom
51bb3ee307c7368a97297c6f7d610897,319,2,1,0,329.22,1,3,Regular
51bd7b10340eff7e799294cedcef8396,379,1,1,0,849.9,2,3,Regular
51bfbaee00332bc4b92c8fb31a931948,214,3,1,0,598.99,2,5,Muito bom
51c2f039f08424330a6bbba4c9949d98,435,1,2,1,279.89,1,3,Regular
51c3c1f2163c5e5a546e0478cbe00c57,12,4,2,1,319.8,1,6,Ótimo
51c4ac3413acf4a49b78fe6be0904360,184,3,1,0,999.0,2,5,Muito bom
51c5862005fe9f8eb9e63c1584bfc06d,399,1,1,0,955.0,2,3,Regular
51c6848f573e6dc72a7f13433273871f,459,0,1,0,1299.99,3,3,Regular
51d121ddc025c1b70f8f62a1b727aecf,369,1,6,3,184.8,1,5,Muito bom
51d8d985d769925b981b4a34ddf6dfc6,123,3,2,1,341.9,1,5,Muito bom
51d91326ffc0688da14a001de38c264b,373,1,3,2,624.99,2,5,Muito bom
51dc56123336c573f2977f5da81b17b9,341,1,2,1,699.8,2,4,Bom
51df14acd74dffa88ff840ac21d1f187,544,0,1,0,185.81,1,1,Ruim
51e1a99e6888fce6fe3a58ef48cc8fe1,411,1,1,0,448.0,1,2,Regular
51e22ebbbd5311e2db1a2953891c22ec,215,2,1,0,848.9,2,4,Bom
51f2fbf8f12d68d2567a247fb4829c79,396,1,1,0,194.9,1,2,Regular
51f96a2acab767da9d3e1fc31fe17775,525,0,1,0,580.27,2,2,Regular
520a88dae0fd97b3230c7d36aea4196b,539,0,1,0,399.9,1,1,Ruim
520af2d70fc68cd0ca72af43c5cbf0c5,501,0,1,0,594.0,2,2,Regular
5212c50e79fe1349b9894f6508b401d8,13,4,2,1,519.88,2,7,Ótimo
5222835b581ce2711be308100ada6067,433,1,1,0,580.27,2,3,Regular
52242cf8937733d3fdb54db6720db653,250,2,1,0,209.0,1,3,Regular
522d1f87cd0763c5fe91a7277b41197f,600,0,1,0,17.5,0,0,Ruim
522e244a96d13876c5bac4985a8d5075,216,2,6,3,479.94,2,7,Ótimo
523e25fb475e982925556f0a363e7891,536,0,2,1,353.14,1,2,Regular
52533f6c65301d7e2f24b0a002aabbbc,388,1,1,0,255.0,1,2,Regular
52597838f6c178b19b961b068d048c71,369,1,4,2,364.0,1,4,Bom
525cda9909aa001ebed396f6e55eae01,27,4,3,2,1684.29,3,9,Ótimo
525ee2a15c1d1afb98b444a8a3cba559,51,4,1,0,319.99,1,5,Muito bom
526126c9f6a2a58d226b574d4d6c2278,557,0,4,2,398.68999999999994,1,3,Regular
526702b617eaea06b94a93af17ad720c,195,3,1,0,649.0,2,5,Muito bom
5267121ed09fd7fbc27ca6dfb1c0415a,86,4,1,0,204.9,1,5,Muito bom
5270cffd29ac266ad0acc6bf4261321c,295,2,1,0,982.0,2,4,Bom
5277f2c18bae9ff7f93aa8118ace6e03,284,2,5,3,189.95000000000002,1,6,Ótimo
527c6fbbe85cdf78ff1645e0a71e266f,223,2,2,1,362.0,1,4,Bom
527f7f3237fb1397c459701bc765b6f0,480,0,2,1,1520.0,3,4,Bom
529488e665fc3a5dde2d5fe7bd1b69c1,456,0,1,0,379.0,1,1,Ruim
52a2b4feb86014a5ddc45c371debdf75,455,1,1,0,492.04,2,3,Regular
52a953541861bbb4b79b39df24e00243,388,1,1,0,209.0,1,2,Regular
52a9e391f6f7b0b69fcf07301d3be00e,172,3,2,1,380.0,1,5,Muito bom
52aa0755ad415270afb55d873f4cf425,76,4,1,0,380.0,1,5,Muito bom
52b0e4c820d4bf6ff9b2f4ca48514319,78,4,2,1,369.8,1,6,Ótimo
52b1fdfdf380aedf492dd30f91da40f3,308,2,2,1,348.0,1,4,Bom
52b4d6e94fb6a5a216c9df0ac0b90758,92,4,1,0,415.7,1,5,Muito bom
52b7e40d53b336e18d6346d2236a5ede,35,4,1,0,350.0,1,5,Muito bom
52b8fc428690f8974a3d3ff3a162f7b7,8,4,2,1,339.8,1,6,Ótimo
52bb1f6c53b3cac6719677e7e8957bc8,97,4,1,0,349.0,1,5,Muito bom
52bbe472f9c44fac7a108b9b3d70faf4,131,3,1,0,899.0,2,5,Muito bom
52bda3b03f41bf637f5f0be62521f292,444,1,1,0,270.0,1,2,Regular
52bfbce3fe777635d0c5bb7b948ea28d,72,4,5,3,230.0,1,8,Ótimo
52c9810e18350cd0e9f0d30f8272541d,46,4,1,0,359.0,1,5,Muito bom
52ce7a02c3e7ac2b2a215d37e485c40e,91,4,1,0,453.96,1,5,Muito bom
52e744435a65923d3ee3f2068582c2b2,531,0,1,0,499.0,2,2,Regular
52e9d962b5cd7e8dee12b5086a6f2f1f,328,2,4,2,155.96,0,4,Bom
52f4ebc12e417cd48ca91c97050d47a3,38,4,1,0,749.9,2,6,Ótimo
52fed459e59042166627823a75d16a8d,359,1,2,1,238.0,1,3,Regular
53098f53860f663f96a164af5b759f8c,122,3,1,0,265.0,1,4,Bom
5313d6ca5d25744acf9877f61c01c189,286,2,1,0,479.0,2,4,Bom
5315df33fcaf24f1ab1a6dd8a1c7b937,137,3,1,0,1000.0,2,5,Muito bom
532df8105fc2a107ac0ee65bfc98d2c5,319,2,1,0,799.0,2,4,Bom
532e9c4eb21f0aca2f994f5037594206,562,0,2,1,373.8,1,2,Regular
532fdcdb06e4266608a798f54fd35d8c,68,4,1,0,473.0,2,6,Ótimo
5330670c6666e6f35a2688802fdb235f,412,1,1,0,1999.99,3,4,Bom
5336f61f924dcb211eb237913264ba03,313,2,4,2,787.96,2,6,Ótimo
5340f5bd348f19d58f217d76d42c5f86,140,3,1,0,1097.8,2,5,Muito bom
53448444dde1ffd4734e3c65fc5f5374,40,4,1,0,712.3,2,6,Ótimo
5347ddd0233c010faabd8435f925a600,174,3,3,2,282.0,1,6,Ótimo
535dd0304f27bdc7a5bb00c0160a0202,363,1,1,0,329.9,1,2,Regular
5363812c31bae08d549b36205b76dc87,143,3,2,1,519.82,2,6,Ótimo
536fdeed9f7bb997eb921da29dc050b4,345,1,1,0,356.0,1,2,Regular
537568b43e7ec5203b504b97808593b4,567,0,1,0,550.0,2,2,Regular
537a34487dfb54a0f59ecfe5d772d3c7,291,2,1,0,379.99,1,3,Regular
537fe5315288be6b20dc092311029070,228,2,1,0,399.0,1,3,Regular
53825e90feae3666425c571543d9f928,156,3,1,0,572.9,2,5,Muito bom
